"InputLine","Mapped Concept Count","Used lossy mention editor","Mapped Concept Label 1","Mapped Concept Label 2","Mapped Concept Label 3","Mapped Concept URI 1","Mapped Concept URI 2","Mapped Concept URI 3"
"interanteromedial nucleus of the thalamus",1,0,"Interanteromedial nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#IAM",,
"paracentral nucleus thalamus",1,0,"Paracentral nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PCN",,
"ventral posteromedial thalamic nucleus, parvicellular part",1,0,"Ventral posteromedial nucleus of the thalamus, parvicellular part",,,"http://mouse.brain-map.org/atlas/index.html#VPMpc",,
"dorsal vestibular nucleus",0,0,,,,,,
"sensory root of n. v",0,0,,,,,,
"third ventricle",0,0,,,,,,
"ca2 field of ammon's horn",0,0,,,,,,
"nucleus pedunculopontinus",0,0,,,,,,
"nucleus fastigii cerebelli",0,0,,,,,,
"amygdaloid islands",0,0,,,,,,
"basolateral nucleus of the amygdala, ventral part",1,0,"Basolateral amygdalar nucleus, ventral part",,,"http://mouse.brain-map.org/atlas/index.html#BLAv",,
"medial nucleus of the amygdala, posteroventral part",1,0,"Medial amygdalar nucleus, posteroventral part",,,"http://mouse.brain-map.org/atlas/index.html#MEApv",,
"medial prefrontal cortex",0,1,,,,,,
"entorhinal area, medial part, ventral zone",1,0,"Entorhinal area, medial part, ventral zone",,,"http://mouse.brain-map.org/atlas/index.html#ENTmv",,
"nucleus reuniens",0,0,,,,,,
"loop of meyer",0,0,,,,,,
"nucleus amygdalae basalis, pars medialis",0,0,,,,,,
"field ca2 stratum lacunosum-moleculare",1,0,"Field CA2, stratum lacunosum-moleculare",,,"http://mouse.brain-map.org/atlas/index.html#CA2slm",,
"facies supratemporalis",0,0,,,,,,
"nucleus centralis thalami, parvocellularis",0,0,,,,,,
"frontal association cortex",0,0,,,,,,
"periventricular gray",0,0,,,,,,
"preparasubthalamic nucleus",1,0,"Preparasubthalamic nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PST",,
"primary visual area",1,0,"Primary visual area",,,"http://mouse.brain-map.org/atlas/index.html#VISp",,
"corpus callosum, genu",0,0,,,,,,
"optic chiasm",0,0,,,,,,
"interpeduncular nucleus central subnucleus",0,0,,,,,,
"periventricular hypothalamic nucleus, preoptic part",1,0,"Periventricular hypothalamic nucleus, preoptic part",,,"http://mouse.brain-map.org/atlas/index.html#PVpo",,
"caput of dorsal horn",0,0,,,,,,
"olivocochlear bundle of rasmussen",0,0,,,,,,
"lateral septal nucleus caudal  part dorsal zone ventral region",0,0,,,,,,
"retina, outer nuclear layer",0,0,,,,,,
"lentiform nucleus of pretectal area",0,0,,,,,,
"subependymal zone",0,0,,,,,,
"occipital notch",0,0,,,,,,
"dorsal funicular gray",0,0,,,,,,
"anterior horizontal limb of lateral sulcus",0,0,,,,,,
"suprageniculate nucleus",1,0,"Suprageniculate nucleus",,,"http://mouse.brain-map.org/atlas/index.html#SGN",,
"nucleus ventrooralis medialis",0,0,,,,,,
"parietal lobe",0,0,,,,,,
"anterior perforated space",0,0,,,,,,
"interstitial nucleus of stria terminalis",0,0,,,,,,
"commissure of probst",0,0,,,,,,
"paragigantocellular nucleus, dorsal part",0,0,,,,,,
"primary sulcus of cerebellum",0,0,,,,,,
"retrorubral area",0,0,,,,,,
"secondary visual cortex, mediolateral area",0,0,,,,,,
"nucleus ventralis tegmenti",0,0,,,,,,
"field ca2 pyramidal layer",1,0,"Field CA2, pyramidal layer",,,"http://mouse.brain-map.org/atlas/index.html#CA2sp",,
"tubercular terminal island",0,0,,,,,,
"crus anterius capsulae internae",0,0,,,,,,
"broca's area",0,0,,,,,,
"paleocortex",0,0,,,,,,
"fasciculus of fere",0,0,,,,,,
"sagulum",0,0,,,,,,
"area 8b of walker",0,0,,,,,,
"transverse fasciculus of lingula",0,0,,,,,,
"nucleus paragigantocellularis dorsalis",0,0,,,,,,
"nucleus amygdaloideus medialis",0,0,,,,,,
"cortex insularis",0,0,,,,,,
"fasciculus lenticularis",0,0,,,,,,
"nucleus of the solitary tract medial part rostral zone",0,0,,,,,,
"zona lateralis",0,0,,,,,,
"medial accessory oculomotor nucleus",0,0,,,,,,
"secondary visual cortex, mediomedial area",0,0,,,,,,
"commissure of haller",0,0,,,,,,
"nucleus reticularis tegmenti pontis",0,0,,,,,,
"ventral principal nucleus of amygdala",0,0,,,,,,
"dorsal tegmental tract",0,0,,,,,,
"subiculum, ventral part, molecular layer",1,0,"Subiculum, ventral part, molecular layer",,,"http://mouse.brain-map.org/atlas/index.html#SUBv-m",,
"basal plate",0,0,,,,,,
"caudal medullary velum",0,0,,,,,,
"planum polare",0,0,,,,,,
"vestibulocerebellar nucleus",0,0,,,,,,
"medullary sensory decussation",0,0,,,,,,
"nucleus habenularis lateralis mixtocellularis",0,0,,,,,,
"inferior olive, cap of kooy of the medial nucleus",0,0,,,,,,
"cisterna interpeduncularis",0,0,,,,,,
"medial longitudinal fasciculus of medulla",0,0,,,,,,
"central nucleus of lumbosacral enlargement",0,0,,,,,,
"nucleus nervi oculomotorii medianus anterior",0,0,,,,,,
"central part of trigeminal nerve",0,0,,,,,,
"nucleus interstitialis commissurae anterior",0,0,,,,,,
"internal plexiform layer of the olfactory bulb",0,0,,,,,,
"glomerular 1ayer of the olfactory bulb",0,0,,,,,,
"hilum nuclei dentati",0,0,,,,,,
"medial accessory inferior olivary nucleus",0,0,,,,,,
"inferior olivary nucleus",0,0,,,,,,
"anterior thalamus",1,1,"Thalamus",,,"http://mouse.brain-map.org/atlas/index.html#TH",,
"cervical segments",0,0,,,,,,
"medullary substance of medulla",0,0,,,,,,
"magnocellular ventral anterior nucleus",0,0,,,,,,
"principal sensory trigeminal nucleus",1,0,"Principal sensory nucleus of the trigeminal",,,"http://mouse.brain-map.org/atlas/index.html#PSV",,
"white striae of lancisi",0,0,,,,,,
"corpus callosum, anterior forceps",0,0,,,,,,
"foramen cecum posterior",0,0,,,,,,
"medial geniculate nucleus, medial part",1,0,"Medial geniculate complex, medial part",,,"http://mouse.brain-map.org/atlas/index.html#MGm",,
"simian fossa",0,0,,,,,,
"precommissural nucleus, periaqueductal gray",0,0,,,,,,
"outer plexiform layer",0,0,,,,,,
"dysgranular insular cortex",0,0,,,,,,
"ectorhinal area",1,0,"Ectorhinal area",,,"http://mouse.brain-map.org/atlas/index.html#ECT",,
"precuneus",0,0,,,,,,
"second part of root of facial nerve",0,0,,,,,,
"gracile fasciculus",0,0,,,,,,
"nucleus of the brachium inferior colliculus",1,0,"Nucleus of the brachium of the inferior colliculus",,,"http://mouse.brain-map.org/atlas/index.html#NB",,
"transverse temporal gyri",0,0,,,,,,
"area 2  of mauss-08",0,0,,,,,,
"ventral amygdalofugal projection",0,0,,,,,,
"gyrus orbitalis longitudinalis medius",0,0,,,,,,
"sm internal feature",0,0,,,,,,
"circular fissure",0,0,,,,,,
"gracile lobule",0,0,,,,,,
"superior olivary complex medial part",1,0,"Superior olivary complex, medial part",,,"http://mouse.brain-map.org/atlas/index.html#SOCm",,
"nucleus olivaris rostralis",0,0,,,,,,
"edinger-westphal nucleus",1,0,"Edinger-Westphal nucleus",,,"http://mouse.brain-map.org/atlas/index.html#EW",,
"limiting medullary lamina of globus pallidus",0,0,,,,,,
"postcommissural fornix",0,0,,,,,,
"retina",0,0,,,,,,
"nucleus praetectalis",0,0,,,,,,
"medial medullary lamina of globus pallidus",0,0,,,,,,
"radiatio optica",0,0,,,,,,
"striae griseae caudatolenticulares transcapsulares",0,0,,,,,,
"lateral fiber bundle of amygdala",0,0,,,,,,
"lamina medullaris thalami interna",0,0,,,,,,
"horsley-clark zero stereotaxic reference",0,0,,,,,,
"ganglion profundum tegmenti",0,0,,,,,,
"human brain",0,0,,,,,,
"central lobule, lobule iii",2,1,"Lobule II","Lobule III",,"http://mouse.brain-map.org/atlas/index.html#CENT2","http://mouse.brain-map.org/atlas/index.html#CENT3",
"stato-acoustic nerve",0,0,,,,,,
"cerebral peduncle",0,0,,,,,,
"pallidum caudal region",1,0,"Pallidum, caudal region",,,"http://mouse.brain-map.org/atlas/index.html#PALc",,
"primary somatosensory area, nose",1,0,"Primary somatosensory area, nose",,,"http://mouse.brain-map.org/atlas/index.html#SSp-n",,
"brachium colliculi inferioris",0,0,,,,,,
"area 23c of vogt",0,0,,,,,,
"anterior colliculus",0,0,,,,,,
"nucleus intercalatus",0,0,,,,,,
"lateral nuclear group of anterior horn",0,0,,,,,,
"area cingularis posterior",0,0,,,,,,
"lateral terminal nucleus of the accessory optic tract",1,0,"Lateral terminal nucleus of the accessory optic tract",,,"http://mouse.brain-map.org/atlas/index.html#LT",,
"accessory olfactory bulb",1,0,"Accessory olfactory bulb",,,"http://mouse.brain-map.org/atlas/index.html#AOB",,
"spur of arcuate sulcus",0,0,,,,,,
"medial parabrachial nucleus",1,1,"Parabrachial nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PB",,
"lateral septal nucleus, caudal part, dorsal zone, lateral region",0,0,,,,,,
"sulcus temporalis inferior",0,0,,,,,,
"fimbria of the hippocampus",0,0,,,,,,
"fissura longitudinalis magna",0,0,,,,,,
"cortex of inferior colliculus",0,0,,,,,,
"medial division of basal nucleus",0,0,,,,,,
"myelon",0,0,,,,,,
"paracentral lobule",0,0,,,,,,
"cerebral aqueduct proper",0,0,,,,,,
"magnocellular mediodorsal nucleus",0,0,,,,,,
"mediodorsal thalamic nucleus, medial part",0,0,,,,,,
"paratrigeminal nucleus",0,0,,,,,,
"rostral and caudal linear nuclei of the raphe",0,0,,,,,,
"medial tegmental process of jacobsohn",0,0,,,,,,
"anterior accessory gyrus",0,0,,,,,,
"sixth cranial nerve",0,0,,,,,,
"medial vestibular nucleus",1,0,"Medial vestibular nucleus",,,"http://mouse.brain-map.org/atlas/index.html#MV",,
"ventral posteromedial nucleus",1,0,"Ventral posteromedial nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#VPM",,
"cerebellorubrothalamic tract",0,0,,,,,,
"lamina medullaris interna thalami",0,0,,,,,,
"pallidotegmental fibers",0,0,,,,,,
"anterior tegmental nucleus",1,0,"Anterior tegmental nucleus",,,"http://mouse.brain-map.org/atlas/index.html#AT",,
"lateral amygdaloid nucleus, ventrolateral part",0,0,,,,,,
"line of gennari",0,0,,,,,,
"isocortex, deep supragranular pyramidal layer",0,0,,,,,,
"plane of section",0,0,,,,,,
"nucleus interpositus anterior cerebelli",0,0,,,,,,
"inferior frontal gyrus",0,0,,,,,,
"pontine flexure",0,0,,,,,,
"decussation of medial lemnisci",0,0,,,,,,
"olfactory nerve layer of main olfactory bulb",0,0,,,,,,
"nucleus praepositus",1,0,"Nucleus prepositus",,,"http://mouse.brain-map.org/atlas/index.html#PRP",,
"commissura colliculorum cranialium",0,0,,,,,,
"stratum griseum mediale",0,0,,,,,,
"ca1 field of hippocampus",1,0,"Field CA1",,,"http://mouse.brain-map.org/atlas/index.html#CA1",,
"corticobulbar tract",0,0,,,,,,
"fibrae transversae superficiales pontis",0,0,,,,,,
"area 29 of brodmann",0,0,,,,,,
"inferior cerebellar peduncle",0,0,,,,,,
"superior cerebellar peduncle",0,0,,,,,,
"anterior thalamic peduncle",0,0,,,,,,
"nucleus dorsointermedius superior",0,0,,,,,,
"tonsilla cerebelli",1,0,"Paraflocculus",,,"http://mouse.brain-map.org/atlas/index.html#PFL",,
"lateral occipital gyrus",0,0,,,,,,
"zona intermedia",0,0,,,,,,
"parasubthalamic nucleus",1,0,"Parasubthalamic nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PSTN",,
"subfascicular nucleus",0,0,,,,,,
"first posterior central gyrus",0,0,,,,,,
"taenia tecta dorsal part",1,0,"Taenia tecta, dorsal part",,,"http://mouse.brain-map.org/atlas/index.html#TTd",,
"amygdalostriatal transition area",0,0,,,,,,
"ventral lateral thalamic nucleus",1,1,"Lateral group of the dorsal thalamus",,,"http://mouse.brain-map.org/atlas/index.html#LAT",,
"retrorubral fields-a8 dopamine cells",0,0,,,,,,
"intralimbic gyrus",0,0,,,,,,
"posterior intralaminar thalamic nucleus",0,0,,,,,,
"fimbria fornicis",0,0,,,,,,
"aquaeductus mesencephali",0,0,,,,,,
"ventral nucleus of posterior commissure",1,1,"Nucleus of the posterior commissure",,,"http://mouse.brain-map.org/atlas/index.html#NPC",,
"area 27 of mauss-08",0,0,,,,,,
"stria terminalis",0,0,,,,,,
"inferior marginal sulcus of insula",0,0,,,,,,
"fasciculus periaquaeductalis",0,0,,,,,,
"subnucleus parvicellularis",0,0,,,,,,
"ventral posterolateral nucleus of the thalamus",1,0,"Ventral posterolateral nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#VPL",,
"nucleus amygdaloideus corticalis posterior",0,0,,,,,,
"choroid plexus of lateral ventricle",0,0,,,,,,
"lateral reticular nucleus",1,0,"Lateral reticular nucleus",,,"http://mouse.brain-map.org/atlas/index.html#LRN",,
"olfactory tubercle, molecular layer",1,0,"Olfactory tubercle, molecular layer",,,"http://mouse.brain-map.org/atlas/index.html#OT1",,
"primary somatosensory area nose",1,0,"Primary somatosensory area, nose",,,"http://mouse.brain-map.org/atlas/index.html#SSp-n",,
"dorsal motor nucleus vagus nerve",1,0,"Dorsal motor nucleus of the vagus nerve",,,"http://mouse.brain-map.org/atlas/index.html#DMX",,
"posterior intermediate sulcus of spinal cord",0,0,,,,,,
"postclival fissure",0,0,,,,,,
"gigantocellular nucleus",1,0,"Gigantocellular reticular nucleus",,,"http://mouse.brain-map.org/atlas/index.html#GRN",,
"aquaeductus sylvii",0,0,,,,,,
"nodule",0,0,,,,,,
"central nucleus of the amygdala, medial part",1,0,"Central amygdalar nucleus, medial part",,,"http://mouse.brain-map.org/atlas/index.html#CEAm",,
"recess of the inferior colliculus",0,0,,,,,,
"primary somatosensory area barrel field",1,0,"Primary somatosensory area, barrel field",,,"http://mouse.brain-map.org/atlas/index.html#SSp-bfd",,
"tractus spinothalamicus anterior",0,0,,,,,,
"nucleus ventralis lateralis thalami, pars postrema",0,0,,,,,,
"fissura praepyramidalis",0,0,,,,,,
"lamina pallidi interna",0,0,,,,,,
"agranular frontal area 6",0,0,,,,,,
"perirhinal area",1,0,"Perirhinal area",,,"http://mouse.brain-map.org/atlas/index.html#PERI",,
"median eminence of tuber cinereum",0,0,,,,,,
"dorsal premammillary nucleus",1,0,"Dorsal premammillary nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PMd",,
"copula of the pyramis",0,0,,,,,,
"medial preoptic nucleus",2,0,"Medial preoptic area","Medial preoptic nucleus",,"http://mouse.brain-map.org/atlas/index.html#MPO","http://mouse.brain-map.org/atlas/index.html#MPN",
"corticospinal tract",0,0,,,,,,
"nucleus of anterior commissure",0,0,,,,,,
"rubrobulbar fibers",0,0,,,,,,
"cerebellar white matter",0,0,,,,,,
"ventral temporal association areas",1,1,"Temporal association areas",,,"http://mouse.brain-map.org/atlas/index.html#TEa",,
"dopaminergic a13 group",1,0,"Dopaminergic A13 group",,,"http://mouse.brain-map.org/atlas/index.html#A13",,
"paraventricular hypothalamic nucleus, medial parvicellular part, dorsal zone",0,0,,,,,,
"pre-occipital cortex",0,0,,,,,,
"choroid plexus, fourth ventricle",0,0,,,,,,
"colliculus superior - not otherwise specified",0,0,,,,,,
"outer gray layer of superior colliculus",0,0,,,,,,
"parolfactory area of broca",0,0,,,,,,
"pes hippocampi",0,0,,,,,,
"retina, ganglion cell layer",0,0,,,,,,
"anterodorsal preoptic nucleus",1,0,"Anterodorsal preoptic nucleus",,,"http://mouse.brain-map.org/atlas/index.html#ADP",,
"inferior ramus of arcuate sulcus",0,0,,,,,,
"spinal nucleus of the trigeminal oral part ventrolateral part",1,0,"Spinal nucleus of the trigeminal, oral part, ventrolateral part",,,"http://mouse.brain-map.org/atlas/index.html#SPVOvl",,
"premammillary nuclei",1,0,"Supramammillary nucleus",,,"http://mouse.brain-map.org/atlas/index.html#SUM",,
"folia of cerebellum",0,0,,,,,,
"stratum opticum",0,0,,,,,,
"dorsomedial nucleus of the hypothalamus",1,0,"Dorsomedial nucleus of the hypothalamus",,,"http://mouse.brain-map.org/atlas/index.html#DMH",,
"hilus gyri dentati",0,0,,,,,,
"fasciculus cuneatus",0,0,,,,,,
"rectus sulcus",0,0,,,,,,
"temporal lobe",0,0,,,,,,
"stratum pyramidale hippocampi",0,0,,,,,,
"culmen lobule iv",0,0,,,,,,
"nucleus reticularis pontis, pars caudalis",0,0,,,,,,
"nucleus globosus cerebelli",0,0,,,,,,
"intermediate region of hypophysis",0,0,,,,,,
"area 5  of mauss-08",0,0,,,,,,
"superficial pes lemniscus",0,0,,,,,,
"bed nucleus of the stria terminalis, subcommissural part",0,0,,,,,,
"nucleus juxtasolitarius",1,0,"Parasolitary nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PAS",,
"digitationes cornu ammonis",0,0,,,,,,
"tractus olfacto-mesencephalicus",0,0,,,,,,
"lobulus quadrangularis anterior",0,0,,,,,,
"corticohypothalamic fibers",0,0,,,,,,
"ninth cranial nerve",0,0,,,,,,
"periventricular hypothalamic nucleus, intermediate part",1,0,"Periventricular hypothalamic nucleus, intermediate part",,,"http://mouse.brain-map.org/atlas/index.html#PVi",,
"nuclei motorii medialis",0,0,,,,,,
"piriform cortex, temporal area",0,0,,,,,,
"area orbitalis intermedia",0,0,,,,,,
"nucleus centromedianus thalami",0,0,,,,,,
"anterolateral funiculus",0,0,,,,,,
"area hypothalamica posterior",0,0,,,,,,
"central nervous system",0,0,,,,,,
"nucleus olivaris superior",0,0,,,,,,
"centrum semiovale",0,0,,,,,,
"genu corpus callosi",0,0,,,,,,
"brainstem",1,0,"Brain stem",,,"http://mouse.brain-map.org/atlas/index.html#BS",,
"supraoptic nucleus proper",0,0,,,,,,
"lamina dissecans of the entorhinal cortex",0,0,,,,,,
"fasciculus prosencephalicus medialis",0,0,,,,,,
"anterior commissure, anterior part",0,0,,,,,,
"cuneate fasciculus of spinal cord",0,0,,,,,,
"supramammillary nucleus",1,0,"Supramammillary nucleus",,,"http://mouse.brain-map.org/atlas/index.html#SUM",,
"genu of the corpus callosum",0,0,,,,,,
"primary somatosensory cortex, dysgranular region",0,0,,,,,,
"forelli campus i",0,0,,,,,,
"nucleus mamillaris medialis",0,0,,,,,,
"paraventricular nucleus of the hypothalamus, magnocellular division, posterior magnocellular part",0,0,,,,,,
"telencephalic nuclei",0,0,,,,,,
"superior parietal area 7",0,0,,,,,,
"supragenual nucleus",1,0,"Supragenual nucleus",,,"http://mouse.brain-map.org/atlas/index.html#SG",,
"cuneus",0,0,,,,,,
"nucleus reticularis pontis oralis",0,0,,,,,,
"striae medullares of fourth ventricle",0,0,,,,,,
"entorhinal area, medial part, dorsal zone",1,0,"Entorhinal area, medial part, dorsal zone",,,"http://mouse.brain-map.org/atlas/index.html#ENTm",,
"anteromedial nucleus, dorsal part",1,0,"Anteromedial nucleus, dorsal part",,,"http://mouse.brain-map.org/atlas/index.html#AMd",,
"corpus amygdaloideum pars corticomedialis",0,0,,,,,,
"anterior hypothalamic nucleus, central part",1,0,"Anterior hypothalamic nucleus, central part",,,"http://mouse.brain-map.org/atlas/index.html#AHNc",,
"fasciculus pallido-tegmentalis",0,0,,,,,,
"prelimbic area",1,0,"Prelimbic area",,,"http://mouse.brain-map.org/atlas/index.html#PL",,
"anterior cingulate area",1,0,"Anterior cingulate area",,,"http://mouse.brain-map.org/atlas/index.html#ACA",,
"fasciculus subthalamicus",0,0,,,,,,
"alveus hippocampi",0,0,,,,,,
"sublenticular extended amygdala, medial part",0,0,,,,,,
"posterior hypothalamic region - not otherwise specified",0,0,,,,,,
"suprachiasmatic preoptic nucleus",1,0,"Suprachiasmatic preoptic nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PSCH",,
"prepiriform cortex",1,0,"Piriform area",,,"http://mouse.brain-map.org/atlas/index.html#PIR",,
"short insular gyri",0,0,,,,,,
"olfactory nerve",0,0,,,,,,
"nucleus tegmenti ventralis",0,0,,,,,,
"nucleus interpositus",0,0,,,,,,
"ventrolateral preoptic nucleus",1,0,"Ventrolateral preoptic nucleus",,,"http://mouse.brain-map.org/atlas/index.html#VLPO",,
"pituitary gland",0,0,,,,,,
"ventroposterior inferior thalamic nucleus",0,0,,,,,,
"restiform body",0,0,,,,,,
"subthalamic region",0,0,,,,,,
"nucleus corporis mamillaris medialis",0,0,,,,,,
"mediodorsal nucleus thalamus, central part",1,0,"Mediodorsal nucleus of the thalamus, central part",,,"http://mouse.brain-map.org/atlas/index.html#MDc",,
"area 14 of mauss-08",0,0,,,,,,
"cerebral lobes",0,0,,,,,,
"internal branch of accessory nerve",0,0,,,,,,
"amygdaloid body",0,0,,,,,,
"nucleus substantia nigrae",0,0,,,,,,
"rhomboid nucleus",1,0,"Rhomboid nucleus",,,"http://mouse.brain-map.org/atlas/index.html#RH",,
"medial parietal gyrus",0,0,,,,,,
"lobulus semilunaris caudalis",0,0,,,,,,
"ventral posterolateral nucleus of the thalamus",1,0,"Ventral posterolateral nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#VPL",,
"body of caudate nucleus",0,0,,,,,,
"intermediolateral column of the spinal cord parasympathetic column",0,0,,,,,,
"nucleus cochlearis dorsalis",1,1,"Cochlear nuclei",,,"http://mouse.brain-map.org/atlas/index.html#CN",,
"ventral posterior cingulate area 23",0,0,,,,,,
