neuron_name,region_UBERON,region_ABA,annotations_ABA,annotations_UBERON
Nucleus prepositus hypoglossi cholinergic projection neuron,PRP,PRP,"[u'ABA_REGION:169', 'Missing:cholinergic', 'Function:projection']","[u'ABA_REGION:169', 'Missing:cholinergic', 'Function:projection']"
Olfactory bulb (main) mitral cell,,MOB,"['Function:Olfactory', 'Missing:bulb (main)', u'HBP_MORPHOLOGY:0000030']","[u'ABA_REGION:507', 'Missing:(main)', u'HBP_MORPHOLOGY:0000030']"
Basolateral amygdala principal neurons with input from ventral hippocampus,basolateral ventral HPF,BLA ventral HIP,"[u'UNKN_REGION:24', 'Missing:amygdala', 'Function:principal', 'Missing:with', 'Function:input', 'Missing:from', u'UNKN_REGION:7', u'ABA_REGION:1089']","[u'ABA_REGION:295', 'Function:principal', 'Missing:with', 'Function:input', 'Missing:from', u'UNKN_REGION:7', u'ABA_REGION:1080']"
Basolateral amygdala principal neuron with input from medial prefrontal cortex,basolateral medial prefrontal cortex,BLA ORB CTX,"[u'UNKN_REGION:24', 'Missing:amygdala', 'Function:principal', 'Missing:with', 'Function:input', 'Missing:from', u'UNKN_REGION:491']","[u'ABA_REGION:295', 'Function:principal', 'Missing:with', 'Function:input', 'Missing:from', u'ABA_REGION:714', u'ABA_REGION:688']"
ventral hippocampus stimulated interneurons in basolateral amygdala,ventral HPF basolateral,ventral HIP BLA sAMY,"[u'UNKN_REGION:7', u'ABA_REGION:1089', 'Missing:stimulated', 'Missing:stimulated', 'Missing:in', u'UNKN_REGION:24', 'Missing:amygdala']","[u'UNKN_REGION:7', u'ABA_REGION:1080', 'Missing:stimulated', 'Missing:stimulated', 'Missing:in', u'ABA_REGION:295', u'ABA_REGION:278']"
medial prefrontal cortex stimulated interneuron in basolateral amygdala,medial prefrontal cortex basolateral,ORB BLA sAMY,"[u'UNKN_REGION:491', 'Missing:stimulated', 'Missing:stimulated', 'Missing:in', u'UNKN_REGION:24', 'Missing:amygdala']","[u'ABA_REGION:714', 'Missing:stimulated', 'Missing:stimulated', 'Missing:stimulated', 'Missing:stimulated', 'Missing:in', u'ABA_REGION:295', u'ABA_REGION:278']"
ventral hippocampus stimulated fast-spiking interneurons in basolateral amygdala,ventral HPF basolateral,ventral HIP BLA sAMY,"[u'UNKN_REGION:7', u'ABA_REGION:1089', 'Missing:stimulated', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:in', u'UNKN_REGION:24', 'Missing:amygdala']","[u'UNKN_REGION:7', u'ABA_REGION:1080', 'Missing:stimulated', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:in', u'ABA_REGION:295', u'ABA_REGION:278']"
medial prefrontal cortex stimulated fast-spiking interneuron in basolateral amygdala,medial prefrontal cortex basolateral,ORB BLA sAMY,"[u'UNKN_REGION:491', 'Missing:stimulated', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:in', u'UNKN_REGION:24', 'Missing:amygdala']","[u'ABA_REGION:714', 'Missing:stimulated', 'Missing:stimulated', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:in', u'ABA_REGION:295', u'ABA_REGION:278']"
medial prefrontal cortex stimulated non-fast spiking interneuron in basolateral amygdala,medial prefrontal cortex basolateral,ORB BLA sAMY,"[u'UNKN_REGION:491', 'Missing:stimulated', u'HBP_EPHYS:0000090', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:in', u'UNKN_REGION:24', 'Missing:amygdala']","[u'ABA_REGION:714', 'Missing:stimulated', 'Missing:stimulated', u'HBP_EPHYS:0000090', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:in', u'ABA_REGION:295', u'ABA_REGION:278']"
ventral hippocampus stimulated non-fast spiking interneurons in basolateral amygdala,ventral HPF basolateral,ventral HIP BLA sAMY,"[u'UNKN_REGION:7', u'ABA_REGION:1089', 'Missing:stimulated', u'HBP_EPHYS:0000090', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:in', u'UNKN_REGION:24', 'Missing:amygdala']","[u'UNKN_REGION:7', u'ABA_REGION:1080', 'Missing:stimulated', u'HBP_EPHYS:0000090', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:in', u'ABA_REGION:295', u'ABA_REGION:278']"
hippocampus CA1 type 3 vasoactive intestinal polypeptide expressing calretinin expressing interneurons,CA1,CA1,"[u'ABA_REGION:382', 'Missing:type 3', u'NCBI_GENE:22353', u'NCBI_GENE:12308']","[u'ABA_REGION:382', 'Missing:type 3', u'NCBI_GENE:22353', u'NCBI_GENE:12308']"
hippocampus CA1 vasoactive intestinal polypeptide expressing Cck-expressing basket cells,CA1,CA1,"[u'ABA_REGION:382', u'NCBI_GENE:22353', u'NCBI_GENE:12424', u'HBP_MORPHOLOGY:0000019']","[u'ABA_REGION:382', u'NCBI_GENE:22353', u'NCBI_GENE:12424', u'HBP_MORPHOLOGY:0000019']"
Hippocampus CA1 pyramidal cell,CA1,CA1,"[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']"
Hippocampus CA1 pyramidal cell,CA1,CA1,"[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']"
Motor cortex layer 5 pyramidal fast spiking parvalbumin positive interneurons  G42,MOp,MO,"[u'ABA_REGION:985', u'HBP_LAYER:0000005', u'HBP_MORPHOLOGY:0000001', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', u'Missing:G42', 'MOUSE_LINE:G42']","[u'ABA_REGION:500', u'HBP_LAYER:0000005', u'HBP_MORPHOLOGY:0000001', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', u'Missing:G42', 'MOUSE_LINE:G42']"
Motor cortex layer 5 pyramidal non fast spiking parvalbumin positive interneurons  G42,MOp,MO,"[u'ABA_REGION:985', u'HBP_LAYER:0000005', u'HBP_MORPHOLOGY:0000001', u'HBP_EPHYS:0000090', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', u'Missing:G42', 'MOUSE_LINE:G42']","[u'ABA_REGION:500', u'HBP_LAYER:0000005', u'HBP_MORPHOLOGY:0000001', u'HBP_EPHYS:0000090', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', u'Missing:G42', 'MOUSE_LINE:G42']"
Medial Prefrontal Cortex layer VI pyramidal cell,medial prefrontal cortex,ORB,"[u'UNKN_REGION:491', u'HBP_LAYER:0000006', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:714', u'HBP_LAYER:0000006', u'HBP_MORPHOLOGY:0000001']"
Somatosensory Cortex layer VI pyramidal cell,SS,SS,"[u'ABA_REGION:453', u'HBP_LAYER:0000006', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:453', u'HBP_LAYER:0000006', u'HBP_MORPHOLOGY:0000001']"
Primary Motor Cortex layer VI pyramidal cell,MOp,MOp,"[u'ABA_REGION:985', u'HBP_LAYER:0000006', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:985', u'HBP_LAYER:0000006', u'HBP_MORPHOLOGY:0000001']"
Medial amygdala posteroventral division GFP positive GABAergic neurons,medial,medial sAMY,"[u'UNKN_REGION:14', 'Missing:amygdala posteroventral division GFP', 'Function:positive', u'HBP_NEUROTRANSMITTER:0000003']","[u'UNKN_REGION:14', u'ABA_REGION:278', 'Missing:posteroventral division GFP', 'Function:positive', u'HBP_NEUROTRANSMITTER:0000003']"
Medial amygdala posteroventral division GFP negative non-GABAergic neurons,medial,medial sAMY,"[u'UNKN_REGION:14', 'Missing:amygdala posteroventral division GFP negative non-', u'HBP_NEUROTRANSMITTER:0000003']","[u'UNKN_REGION:14', u'ABA_REGION:278', 'Missing:posteroventral division GFP negative non-', u'HBP_NEUROTRANSMITTER:0000003']"
Hippocampus CA3 basket CB1-expressing cell GAD65-GFP,CA3,CA3,"[u'ABA_REGION:463', u'HBP_MORPHOLOGY:0000019', u'NCBI_GENE:14417', u'Missing:GFP', 'MOUSE_LINE:GAD65-GFP']","[u'ABA_REGION:463', u'HBP_MORPHOLOGY:0000019', u'NCBI_GENE:14417', u'Missing:GFP', 'MOUSE_LINE:GAD65-GFP']"
Hippocampus CA3  mossy fiber associated CB1-expressing interneurons GAD65-GFP,CA3,CA3,"[u'ABA_REGION:463', u'Missing:', u'HBP_MORPHOLOGY:0000064', 'Missing:fiber associated', u'NCBI_GENE:14417', u'Missing:GFP', 'MOUSE_LINE:GAD65-GFP']","[u'ABA_REGION:463', u'Missing:', u'HBP_MORPHOLOGY:0000064', 'Missing:fiber associated', u'NCBI_GENE:14417', u'Missing:GFP', 'MOUSE_LINE:GAD65-GFP']"
Hippocampus CA3 dendritic layer-innervating CB1-expressing interneurons GAD65-GFP,CA3,CA3,"[u'ABA_REGION:463', u'Missing:dendritic layer-innervating', u'NCBI_GENE:14417', u'Missing:GFP', 'MOUSE_LINE:GAD65-GFP']","[u'ABA_REGION:463', u'Missing:dendritic layer-innervating', u'NCBI_GENE:14417', u'Missing:GFP', 'MOUSE_LINE:GAD65-GFP']"
Hippocampus CA3 perforant-path associated CB1-expressing interneurons GAD65-GFP,CA3,CA3,"[u'ABA_REGION:463', u'Missing:perforant-path associated', u'NCBI_GENE:14417', u'Missing:GFP', 'MOUSE_LINE:GAD65-GFP']","[u'ABA_REGION:463', u'Missing:perforant-path associated', u'NCBI_GENE:14417', u'Missing:GFP', 'MOUSE_LINE:GAD65-GFP']"
"medial prefrontal cortex infralimbic layer II,III, and V pyramidal neurons",medial prefrontal cortex,ORB,"[u'UNKN_REGION:491', 'Missing:infralimbic', u'HBP_LAYER:0000002', 'Missing:,III, and V', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:714', 'Missing:infralimbic', u'HBP_LAYER:0000002', 'Missing:,III, and V', u'HBP_MORPHOLOGY:0000001']"
Neostriatum somatostatin/neuropeptide-Y/neuronal nitric oxide synthase-negative Htr3a-expressing low-threshold spiking gabaergic interneurons,CP,CP,"[u'ABA_REGION:672', u'NCBI_GENE:20604', 'Missing:/neuropeptide-Y/', u'NCBI_GENE:18125', u'NCBI_GENE:18126', 'Missing:negative', 'Missing:negative', u'NCBI_GENE:15561', u'HBP_EPHYS:0000110', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_NEUROTRANSMITTER:0000003']","[u'ABA_REGION:672', u'NCBI_GENE:20604', 'Missing:/neuropeptide-Y/', u'NCBI_GENE:18125', u'NCBI_GENE:18126', 'Missing:negative', 'Missing:negative', u'NCBI_GENE:15561', u'HBP_EPHYS:0000110', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_NEUROTRANSMITTER:0000003']"
Neostriatum neuropeptide-Y-negative Htr3a-expressing late-spiking neurogliaform gabaergic interneuron,CP,CP,"[u'ABA_REGION:672', 'Missing:neuropeptide-Y-negative', u'NCBI_GENE:15561', u'HBP_EPHYS:0000020', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000020', u'HBP_NEUROTRANSMITTER:0000003']","[u'ABA_REGION:672', 'Missing:neuropeptide-Y-negative', u'NCBI_GENE:15561', u'HBP_EPHYS:0000020', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000020', u'HBP_NEUROTRANSMITTER:0000003']"
Neostriatum parvalbumin-expressing Htr3a-expressing fast-spiking gabaergic interneurons,CP,CP,"[u'ABA_REGION:672', u'NCBI_GENE:19293', u'NCBI_GENE:15561', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_NEUROTRANSMITTER:0000003']","[u'ABA_REGION:672', u'NCBI_GENE:19293', u'NCBI_GENE:15561', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_NEUROTRANSMITTER:0000003']"
Prefrontal cortex Parvalbumin-positive fast-spiking interneuron,prefrontal cortex,ORB,"[u'UNKN_REGION:5765', u'NCBI_GENE:19293', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003']","[u'ABA_REGION:714', u'NCBI_GENE:19293', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003']"
Prefrontal cortex layer 5 large pyramidal neuron,prefrontal cortex,ORB,"[u'UNKN_REGION:5765', u'HBP_LAYER:0000005', 'Size:large', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:714', u'HBP_LAYER:0000005', 'Size:large', u'HBP_MORPHOLOGY:0000001']"
Prefrontal cortex layer 5 corticopontine pyramidal neuron,prefrontal cortex,ORB cpt,"[u'UNKN_REGION:5765', u'HBP_LAYER:0000005', 'Missing:corticopontine', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:714', u'HBP_LAYER:0000005', u'ABA_REGION:1003', u'HBP_MORPHOLOGY:0000001']"
Prefrontal cortex layer 5 corticocortical pyramidal neuron with biphasic response to serotonin,prefrontal cortex,ORB,"[u'UNKN_REGION:5765', u'HBP_LAYER:0000005', 'HBP_PROJECTION:7323', u'HBP_MORPHOLOGY:0000001', 'Missing:with biphasic response to', u'HBP_NEUROTRANSMITTER:0000001']","[u'ABA_REGION:714', u'HBP_LAYER:0000005', 'HBP_PROJECTION:7323', u'HBP_MORPHOLOGY:0000001', 'Missing:with biphasic response to', u'HBP_NEUROTRANSMITTER:0000001']"
Prefrontal cortex layer 5 corticocortical pyramidal neuron with excitatory response to serotonin,prefrontal cortex,ORB,"[u'UNKN_REGION:5765', u'HBP_LAYER:0000005', 'HBP_PROJECTION:7323', u'HBP_MORPHOLOGY:0000001', 'Missing:with', 'Function:excitatory', 'Missing:response to', u'HBP_NEUROTRANSMITTER:0000001']","[u'ABA_REGION:714', u'HBP_LAYER:0000005', 'HBP_PROJECTION:7323', u'HBP_MORPHOLOGY:0000001', 'Missing:with', 'Function:excitatory', 'Missing:response to', u'HBP_NEUROTRANSMITTER:0000001']"
Medial prefrontal cortex layer 2-3 infralimbic pyramidal cell,medial prefrontal cortex,ORB,"[u'UNKN_REGION:491', u'HBP_LAYER:0000111', 'Missing:infralimbic', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:714', u'HBP_LAYER:0000111', 'Missing:infralimbic', u'HBP_MORPHOLOGY:0000001']"
Medial prefrontal cortex layer 2-3 prelimbic pyramidal cell,medial prefrontal cortex prelimbic,ORB prelimbic,"[u'UNKN_REGION:491', u'HBP_LAYER:0000111', u'UNKN_REGION:97', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:714', u'HBP_LAYER:0000111', u'UNKN_REGION:97', u'HBP_MORPHOLOGY:0000001']"
Medial prefrontal cortex regular spiking somatostatin-positive Oxtr-expressing interneurons,medial prefrontal cortex,ORB,"[u'UNKN_REGION:491', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'NCBI_GENE:20604', u'NCBI_GENE:18430']","[u'ABA_REGION:714', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'NCBI_GENE:20604', u'NCBI_GENE:18430']"
Medial prefrontal cortex regular spiking somatostatin-positive Oxtr-expressing interneurons,medial prefrontal cortex,ORB,"[u'UNKN_REGION:491', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'NCBI_GENE:20604', u'NCBI_GENE:18430']","[u'ABA_REGION:714', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'NCBI_GENE:20604', u'NCBI_GENE:18430']"
visual cortex layer 5 regular spiking tall pyramidal neuron,VIS,VIS,"[u'ABA_REGION:669', u'HBP_LAYER:0000005', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:tall', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:669', u'HBP_LAYER:0000005', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:tall', u'HBP_MORPHOLOGY:0000001']"
visual cortex layer 5 bursting tall pyramidal neuron,VIS,VIS,"[u'ABA_REGION:669', u'HBP_LAYER:0000005', u'HBP_EPHYS_TRIGGER:0000005', 'Missing:tall', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:669', u'HBP_LAYER:0000005', u'HBP_EPHYS_TRIGGER:0000005', 'Missing:tall', u'HBP_MORPHOLOGY:0000001']"
visual cortex layer 5 regular spiking short pyramidal neuron,VIS,VIS,"[u'ABA_REGION:669', u'HBP_LAYER:0000005', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:short', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:669', u'HBP_LAYER:0000005', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:short', u'HBP_MORPHOLOGY:0000001']"
medial prefrontal cortex layer 5 fast-spiking parvalbumin positive GFP-expressing interneuron G42,medial prefrontal cortex,ORB,"[u'UNKN_REGION:491', u'HBP_LAYER:0000005', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:GFP-expressing', u'Missing:G42', 'MOUSE_LINE:G42']","[u'ABA_REGION:714', u'HBP_LAYER:0000005', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:GFP-expressing', u'Missing:G42', 'MOUSE_LINE:G42']"
Hippocampus CA1 pyramidal cell,CA1,CA1,"[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']"
Hippocampus CA1 pyramidal cell,CA1,CA1,"[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']"
Hippocampus CA1 pyramidal cell,CA1,CA1,"[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']"
Hippocampus CA1 pyramidal cell,CA1,CA1,"[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']"
Primary motor cortex corticostriatal pyramidal neuron ,MOp,MOp,"[u'ABA_REGION:985', 'HBP_PROJECTION:7322', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:985', 'HBP_PROJECTION:7322', u'HBP_MORPHOLOGY:0000001']"
Secondary somatosensory cortex layer 5b corticospinal thick-tufted large pyramidal neuron,SSs,SSs,"[u'ABA_REGION:378', u'HBP_LAYER:0000051', 'HBP_PROJECTION:22', u'HBP_MORPHOLOGY:0000014', 'Size:large', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:378', u'HBP_LAYER:0000051', 'HBP_PROJECTION:22', u'HBP_MORPHOLOGY:0000014', 'Size:large', u'HBP_MORPHOLOGY:0000001']"
Primary motor cortex layer 5b corticospinal thick-tufted large pyramidal neuron,MOp,MOp,"[u'ABA_REGION:985', u'HBP_LAYER:0000051', 'HBP_PROJECTION:22', u'HBP_MORPHOLOGY:0000014', 'Size:large', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:985', u'HBP_LAYER:0000051', 'HBP_PROJECTION:22', u'HBP_MORPHOLOGY:0000014', 'Size:large', u'HBP_MORPHOLOGY:0000001']"
Primary motor cortex layer 5b corticospinal thick-tufted large pyramidal neuron,MOp,MOp,"[u'ABA_REGION:985', u'HBP_LAYER:0000051', 'HBP_PROJECTION:22', u'HBP_MORPHOLOGY:0000014', 'Size:large', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:985', u'HBP_LAYER:0000051', 'HBP_PROJECTION:22', u'HBP_MORPHOLOGY:0000014', 'Size:large', u'HBP_MORPHOLOGY:0000001']"
Primary motor cortex layer 5b corticospinal thick-tufted large pyramidal neuron,MOp,MOp,"[u'ABA_REGION:985', u'HBP_LAYER:0000051', 'HBP_PROJECTION:22', u'HBP_MORPHOLOGY:0000014', 'Size:large', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:985', u'HBP_LAYER:0000051', 'HBP_PROJECTION:22', u'HBP_MORPHOLOGY:0000014', 'Size:large', u'HBP_MORPHOLOGY:0000001']"
Somatosensory barrel cortex layer 6b ,SSp-bfd,SSp-bfd 6b,"['Function:Somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000061']","['Function:Somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000061', u'ABA_REGION:16']"
Somatosensory barrel cortex layer 6b pyramidal cell,SSp-bfd,SSp-bfd 6b,"['Function:Somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000061', u'HBP_MORPHOLOGY:0000001']","['Function:Somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000061', u'ABA_REGION:16', u'HBP_MORPHOLOGY:0000001']"
Somatosensory barrel cortex layer 6b ,SSp-bfd,SSp-bfd 6b,"['Function:Somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000061']","['Function:Somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000061', u'ABA_REGION:16']"
Somatosensory barrel cortex layer 6b ,SSp-bfd,SSp-bfd 6b,"['Function:Somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000061']","['Function:Somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000061', u'ABA_REGION:16']"
Somatosensory barrel cortex layer 6b multipolar projecting neuron,SSp-bfd,SSp-bfd 6b,"['Function:Somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000061', u'HBP_MORPHOLOGY:0000035', 'Missing:projecting']","['Function:Somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000061', u'ABA_REGION:16', u'HBP_MORPHOLOGY:0000035', 'Missing:projecting']"
Somatosensory barrel cortex layer 6b inhibitory neuron,SSp-bfd,SSp-bfd 6b,"['Function:Somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000061', 'Function:inhibitory']","['Function:Somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000061', u'ABA_REGION:16', 'Function:inhibitory']"
Somatosensory barrel cortex layer 6b excitatory neuron,SSp-bfd,SSp-bfd 6b,"['Function:Somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000061', 'Function:excitatory']","['Function:Somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000061', u'ABA_REGION:16', 'Function:excitatory']"
Medial vestibular nucleus neuron,MV,MV,[u'ABA_REGION:202'],[u'ABA_REGION:202']
Medial vestibular nucleus GABAergic VGAT-expressing cell,MV,MV,"[u'ABA_REGION:202', u'HBP_NEUROTRANSMITTER:0000003', u'NCBI_GENE:22348']","[u'ABA_REGION:202', u'HBP_NEUROTRANSMITTER:0000003', u'NCBI_GENE:22348']"
Motilin-sensitive medial vestibular nucleus neuron,MV,MV,"['Missing:Motilin-sensitive', u'ABA_REGION:202']","['Missing:Motilin-sensitive', u'ABA_REGION:202']"
Motilin-sensitive medial vestibular nucleus neuron,MV,MV,"['Missing:Motilin-sensitive', u'ABA_REGION:202']","['Missing:Motilin-sensitive', u'ABA_REGION:202']"
presubiculum regular spiking pyramidal cells in layers II/III,PRE,PRE,"[u'ABA_REGION:1084', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000001', 'Missing:in', u'HBP_LAYER:0000111']","[u'ABA_REGION:1084', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000001', 'Missing:in', u'HBP_LAYER:0000111']"
presubiculum intrinsically bursting cells in layers IV,PRE,PRE,"[u'ABA_REGION:1084', u'HBP_EPHYS:0000040', u'HBP_EPHYS_TRIGGER:0000005', 'Missing:in layers IV']","[u'ABA_REGION:1084', u'HBP_EPHYS:0000040', u'HBP_EPHYS_TRIGGER:0000005', 'Missing:in layers IV']"
presubiculum regular spiking pyramidal cells in layer V/VI,PRE,PRE,"[u'ABA_REGION:1084', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000001', 'Missing:in', u'HBP_LAYER:0000141']","[u'ABA_REGION:1084', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000001', 'Missing:in', u'HBP_LAYER:0000141']"
presubiculum regular spiking pyramidal cells in layer V/VI,PRE,PRE,"[u'ABA_REGION:1084', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000001', 'Missing:in', u'HBP_LAYER:0000141']","[u'ABA_REGION:1084', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000001', 'Missing:in', u'HBP_LAYER:0000141']"
Lateral hypothalamus GAD65-GFP late spiking neurons GAD65-GFP,lateral HY,lateral HY,"[u'UNKN_REGION:15', u'ABA_REGION:1097', 'Missing:GFP', u'HBP_EPHYS:0000020', u'HBP_EPHYS_TRIGGER:0000003', u'Missing:GFP', 'MOUSE_LINE:GAD65-GFP']","[u'UNKN_REGION:15', u'ABA_REGION:1097', 'Missing:GFP', u'HBP_EPHYS:0000020', u'HBP_EPHYS_TRIGGER:0000003', u'Missing:GFP', 'MOUSE_LINE:GAD65-GFP']"
Lateral hypothalamus GAD65-GFP regular spiking neurons GAD65-GFP,lateral HY,lateral HY,"[u'UNKN_REGION:15', u'ABA_REGION:1097', 'Missing:GFP', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'Missing:GFP', 'MOUSE_LINE:GAD65-GFP']","[u'UNKN_REGION:15', u'ABA_REGION:1097', 'Missing:GFP', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'Missing:GFP', 'MOUSE_LINE:GAD65-GFP']"
Lateral hypothalamus GAD65-GFP low-threshold spiking neurons GAD65-GFP,lateral HY,lateral HY,"[u'UNKN_REGION:15', u'ABA_REGION:1097', 'Missing:GFP', u'HBP_EPHYS:0000110', u'HBP_EPHYS_TRIGGER:0000003', u'Missing:GFP', 'MOUSE_LINE:GAD65-GFP']","[u'UNKN_REGION:15', u'ABA_REGION:1097', 'Missing:GFP', u'HBP_EPHYS:0000110', u'HBP_EPHYS_TRIGGER:0000003', u'Missing:GFP', 'MOUSE_LINE:GAD65-GFP']"
Lateral hypothalamus GAD65-GFP fast spiking neurons GAD65-GFP,lateral HY,lateral HY,"[u'UNKN_REGION:15', u'ABA_REGION:1097', 'Missing:GFP', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', u'Missing:GFP', 'MOUSE_LINE:GAD65-GFP']","[u'UNKN_REGION:15', u'ABA_REGION:1097', 'Missing:GFP', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', u'Missing:GFP', 'MOUSE_LINE:GAD65-GFP']"
Neostriatum medium spiny neuron,CP,CP,"[u'ABA_REGION:672', 'Size:medium', u'HBP_MORPHOLOGY:0000011']","[u'ABA_REGION:672', 'Size:medium', u'HBP_MORPHOLOGY:0000011']"
Olfactory bulb (main) Blanes cell,,MOB,"['Function:Olfactory', 'Missing:bulb (main)', u'HBP_MORPHOLOGY:0000033']","[u'ABA_REGION:507', 'Missing:(main)', u'HBP_MORPHOLOGY:0000033']"
Olfactory bulb (main) granule cell,,MOB,"['Function:Olfactory', 'Missing:bulb (main)', u'HBP_MORPHOLOGY:0000026']","[u'ABA_REGION:507', 'Missing:(main)', u'HBP_MORPHOLOGY:0000026']"
